OrderID,CustomerID,OrderDate,OrderStatus,TotalAmount
"ORD-50851","CUST-1462","2023-10-23","Cancelled","55086.1"
"ORD-50852","CUST-1682","2024-06-08","Processing","18488.85"
"ORD-50853","CUST-1800","2026-02-21","Cancelled","24281.73"
"ORD-50854","CUST-1644","2025-01-23","Pending","27526.38"
"ORD-50855","CUST-1128","2024-06-29","Shipped","23824.87"
"ORD-50856","CUST-1451","2025-11-05","Delivered","9502.54"
"ORD-50857","CUST-1724","2025-03-10","Processing","16286.7"
"ORD-50858","CUST-1448","2024-11-10","Pending","7823.61"
"ORD-50859","CUST-1142","2023-03-25","Delivered","58483.19"
"ORD-50860","CUST-1472","2023-08-26","Delivered","25072.63"
"ORD-50861","CUST-1196","2024-06-18","Cancelled","21034.34"
"ORD-50862","CUST-1050","2023-03-30","Delivered","30450.99"
"ORD-50863","CUST-1491","2023-01-06","Delivered","26639.36"
"ORD-50864","CUST-1389","2026-04-12","Pending","11931.32"
"ORD-50865","CUST-1510","2026-04-19","Pending","3510.87"
"ORD-50866","CUST-1795","2024-07-15","Cancelled","23812.69"
"ORD-50867","CUST-1400","2025-03-10","Shipped","46890.9"
"ORD-50868","CUST-1282","2023-11-08","Processing","24536.86"
"ORD-50869","CUST-1149","2024-09-10","Cancelled","30274.45"
"ORD-50870","CUST-1246","2023-10-31","Delivered","13900.47"
"ORD-50871","CUST-1110","2024-11-23","Shipped","37718.88"
"ORD-50872","CUST-1446","2023-07-25","Pending","46233.1"
"ORD-50873","CUST-1630","2026-03-02","Cancelled","61512.41"
"ORD-50874","CUST-1216","2026-04-13","Processing","17725.89"
"ORD-50875","CUST-1639","2024-07-06","Delivered","46412.82"
"ORD-50876","CUST-1637","2025-01-03","Shipped","10974.81"
"ORD-50877","CUST-1639","2023-10-11","Processing","23101.73"
"ORD-50878","CUST-1033","2023-11-06","Shipped","31221.84"
"ORD-50879","CUST-1255","2023-09-17","Cancelled","11817.26"
"ORD-50880","CUST-1467","2023-08-01","Processing","26057.76"
"ORD-50881","CUST-1462","2026-02-18","Processing","20263.53"
"ORD-50882","CUST-1576","2023-03-30","Processing","21190.9"
"ORD-50883","CUST-1207","2023-02-28","Delivered","29482.8"
"ORD-50884","CUST-1139","2025-09-16","Shipped","35881.43"
"ORD-50885","CUST-1399","2023-02-15","Delivered","24306.99"
"ORD-50886","CUST-1190","2025-06-22","Delivered","28304.64"
"ORD-50887","CUST-1299","2023-03-03","Processing","12776.16"
"ORD-50888","CUST-1677","2024-05-15","Cancelled","7133.38"
"ORD-50889","CUST-1016","2023-07-15","Processing","52533.22"
"ORD-50890","CUST-1769","2023-09-04","Pending","61456.81"
"ORD-50891","CUST-1376","2025-01-12","Delivered","26869.62"
"ORD-50892","CUST-1480","2025-05-18","Shipped","33639.6"
"ORD-50893","CUST-1665","2023-01-10","Cancelled","74949.27"
"ORD-50894","CUST-1674","2023-02-27","Shipped","22503.46"
"ORD-50895","CUST-1127","2025-10-11","Delivered","16077.09"
"ORD-50896","CUST-1418","2023-10-19","Shipped","35600.32"
"ORD-50897","CUST-1279","2025-08-24","Cancelled","21070.05"
"ORD-50898","CUST-1506","2025-09-17","Delivered","34175.89"
"ORD-50899","CUST-1672","2024-02-05","Cancelled","9037.91"
"ORD-50900","CUST-1179","2024-02-19","Processing","28190.95"
"ORD-50901","CUST-1363","2026-04-01","Processing","7371.46"
"ORD-50902","CUST-1715","2026-01-09","Processing","5376.86"
"ORD-50903","CUST-1423","2026-04-03","Pending","5965.66"
"ORD-50904","CUST-1519","2024-06-04","Cancelled","29924.69"
"ORD-50905","CUST-1533","2025-09-10","Cancelled","64594.17"
"ORD-50906","CUST-1249","2025-11-01","Shipped","10532.61"
"ORD-50907","CUST-1358","2025-10-18","Delivered","2871.84"
"ORD-50908","CUST-1069","2025-01-14","Shipped","28891.62"
"ORD-50909","CUST-1736","2023-07-18","Delivered","26605.22"
"ORD-50910","CUST-1539","2026-02-03","Delivered","29903.9"
"ORD-50911","CUST-1786","2024-03-09","Delivered","12325.9"
"ORD-50912","CUST-1552","2023-10-31","Processing","15149.74"
"ORD-50913","CUST-1484","2023-08-22","Processing","57484.75"
"ORD-50914","CUST-1505","2023-05-16","Delivered","13988.28"
"ORD-50915","CUST-1218","2023-09-11","Pending","9787.25"
"ORD-50916","CUST-1099","2023-05-27","Delivered","38149.47"
"ORD-50917","CUST-1211","2026-04-15","Pending","15488.47"
"ORD-50918","CUST-1222","2024-01-07","Processing","59998.05"
"ORD-50919","CUST-1672","2026-04-01","Shipped","42883.11"
"ORD-50920","CUST-1634","2023-10-01","Delivered","11931.32"
"ORD-50921","CUST-1550","2024-10-12","Processing","18488.85"
"ORD-50922","CUST-1204","2024-12-30","Delivered","49901.24"
"ORD-50923","CUST-1597","2024-12-21","Pending","2575"
"ORD-50924","CUST-1076","2025-05-29","Pending","29517.27"
"ORD-50925","CUST-1749","2025-04-02","Delivered","12327.61"
"ORD-50926","CUST-1781","2026-01-05","Processing","64519.78"
"ORD-50927","CUST-1773","2025-11-14","Cancelled","35970.58"
"ORD-50928","CUST-1153","2024-04-11","Cancelled","10566.44"
"ORD-50929","CUST-1264","2025-05-15","Cancelled","16224.11"
"ORD-50930","CUST-1611","2024-12-29","Cancelled","46271.23"
"ORD-50931","CUST-1296","2025-01-28","Cancelled","5376.86"
"ORD-50932","CUST-1189","2025-02-12","Cancelled","3862.5"
"ORD-50933","CUST-1251","2025-05-31","Pending","17998.98"
"ORD-50934","CUST-1221","2025-08-04","Cancelled","45907.26"
"ORD-50935","CUST-1040","2025-02-15","Processing","15547.38"
"ORD-50936","CUST-1268","2026-04-05","Pending","10673.76"
"ORD-50937","CUST-1616","2023-04-19","Processing","19767.39"
"ORD-50938","CUST-1534","2026-05-17","Cancelled","22929.06"
"ORD-50939","CUST-1280","2024-06-03","Processing","18124.3"
"ORD-50940","CUST-1776","2023-08-09","Pending","28220.72"
"ORD-50941","CUST-1066","2024-08-25","Shipped","54162.76"
"ORD-50942","CUST-1487","2024-01-26","Pending","5031.93"
"ORD-50943","CUST-1001","2024-09-05","Cancelled","18628.23"
"ORD-50944","CUST-1181","2026-02-12","Pending","51265.44"
"ORD-50945","CUST-1744","2025-11-25","Cancelled","35703.98"
"ORD-50946","CUST-1662","2024-11-03","Cancelled","56773.3"
"ORD-50947","CUST-1661","2023-12-06","Delivered","32723.25"
"ORD-50948","CUST-1504","2023-06-04","Delivered","37583.31"
"ORD-50949","CUST-1701","2023-09-08","Cancelled","29657.21"
"ORD-50950","CUST-1289","2025-11-27","Pending","49049.77"
"ORD-50951","CUST-1192","2025-10-31","Delivered","12241.17"
"ORD-50952","CUST-1508","2023-03-17","Cancelled","29705.15"
"ORD-50953","CUST-1387","2023-01-06","Shipped","57254.89"
"ORD-50954","CUST-1659","2025-09-10","Processing","9434.88"
"ORD-50955","CUST-1561","2024-04-10","Delivered","9250.31"
"ORD-50956","CUST-1375","2025-10-31","Cancelled","15095.79"
"ORD-50957","CUST-1655","2024-01-11","Delivered","45794.09"
"ORD-50958","CUST-1407","2024-06-06","Shipped","5743.68"
"ORD-50959","CUST-1013","2023-02-27","Shipped","10532.61"
"ORD-50960","CUST-1621","2023-01-01","Processing","31192.4"
"ORD-50961","CUST-1086","2023-09-10","Pending","14369.12"
"ORD-50962","CUST-1300","2026-05-06","Shipped","18649.87"
"ORD-50963","CUST-1323","2023-09-30","Processing","12380.08"
"ORD-50964","CUST-1460","2025-03-12","Pending","23362.34"
"ORD-50965","CUST-1643","2024-07-10","Shipped","11817.26"
"ORD-50966","CUST-1789","2025-03-29","Processing","38336.95"
"ORD-50967","CUST-1170","2025-01-17","Shipped","9787.25"
"ORD-50968","CUST-1238","2025-12-28","Shipped","4550.48"
"ORD-50969","CUST-1261","2025-07-31","Cancelled","34736.95"
"ORD-50970","CUST-1615","2026-05-18","Cancelled","41619.58"
"ORD-50971","CUST-1370","2023-11-07","Delivered","40351.63"
"ORD-50972","CUST-1320","2024-02-06","Processing","17315.31"
"ORD-50973","CUST-1500","2023-01-09","Processing","53528.14"
"ORD-50974","CUST-1784","2023-05-01","Shipped","31497.87"
"ORD-50975","CUST-1450","2024-09-11","Shipped","37992.58"
"ORD-50976","CUST-1203","2026-01-12","Cancelled","22598.03"
"ORD-50977","CUST-1212","2023-10-30","Pending","11965.74"
"ORD-50978","CUST-1537","2024-04-01","Delivered","12325.9"
"ORD-50979","CUST-1456","2024-02-05","Processing","2432.73"
"ORD-50980","CUST-1196","2024-03-29","Cancelled","10974.81"
"ORD-50981","CUST-1353","2025-10-15","Delivered","38115.43"
"ORD-50982","CUST-1400","2024-03-06","Delivered","35965.91"
"ORD-50983","CUST-1328","2024-08-11","Shipped","16130.58"
"ORD-50984","CUST-1746","2023-06-01","Pending","39068.83"
"ORD-50985","CUST-1369","2023-08-31","Cancelled","27479.39"
"ORD-50986","CUST-1417","2024-02-09","Cancelled","34169.21"
"ORD-50987","CUST-1173","2025-03-27","Processing","4080.39"
"ORD-50988","CUST-1551","2025-01-19","Processing","28990.44"
"ORD-50989","CUST-1150","2025-11-17","Shipped","7519.4"
"ORD-50990","CUST-1076","2023-05-11","Shipped","10700.07"
"ORD-50991","CUST-1110","2023-07-31","Processing","26798.17"
"ORD-50992","CUST-1647","2024-11-09","Pending","32833.94"
"ORD-50993","CUST-1189","2025-08-28","Delivered","1287.5"
"ORD-50994","CUST-1308","2026-01-21","Cancelled","29295.62"
"ORD-50995","CUST-1214","2023-10-31","Shipped","10974.81"
"ORD-50996","CUST-1724","2025-06-07","Pending","20777.13"
"ORD-50997","CUST-1721","2025-10-15","Delivered","32971.19"
"ORD-50998","CUST-1683","2024-09-08","Processing","18023.84"
"ORD-50999","CUST-1297","2023-07-03","Processing","56189.4"
"ORD-51000","CUST-1714","2024-04-18","Pending","25181.57"
